GP_name,quali_pos,constructor,driver,position,driver_confidence,constructor_relaiblity,active_driver,active_constructor,dob
Circuit de Barcelona-Catalunya,15,Racing Point,Sergio Pérez,15,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Circuit de Barcelona-Catalunya,16,Racing Point,Lance Stroll,17,0.9230769230769231,0.6084788029925188,1,1,1998-10-29
Circuit de Monaco,6,Renault,Daniel Ricciardo,7,0.9421965317919075,0.5301507537688442,1,1,1989-07-01
Circuit de Monaco,16,Renault,Kevin Magnussen,16,0.9523809523809523,0.5301507537688442,1,1,1992-10-05
Circuit de Monaco,8,Renault,Carlos Sainz,8,0.9038461538461539,0.5301507537688442,1,1,1994-09-01
Circuit de Monaco,14,Williams,Valtteri Bottas,14,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Circuit de Monaco,13,Williams,Valtteri Bottas,13,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Circuit de Monaco,16,Williams,Valtteri Bottas,17,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Circuit de Monaco,10,Williams,Valtteri Bottas,11,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Circuit de Monaco,17,Williams,Lance Stroll,18,0.9230769230769231,0.4962593516209476,1,1,1998-10-29
Circuit de Monaco,17,Williams,Lance Stroll,18,0.9230769230769231,0.4962593516209476,1,1,1998-10-29
Circuit de Monaco,19,Williams,George Russell,19,0.9583333333333334,0.4962593516209476,1,1,1998-02-15
Circuit de Monaco,5,McLaren,Lewis Hamilton,5,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Circuit de Monaco,9,McLaren,Lewis Hamilton,7,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Circuit de Monaco,3,McLaren,Lewis Hamilton,4,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Circuit de Monaco,7,McLaren,Sergio Pérez,7,0.9333333333333333,0.5914786967418546,1,1,1990-01-26
Circuit de Monaco,8,McLaren,Kevin Magnussen,8,0.9523809523809523,0.5914786967418546,1,1,1992-10-05
Circuit de Monaco,9,McLaren,Carlos Sainz,9,0.9038461538461539,0.5914786967418546,1,1,1994-09-01
Circuit de Monaco,12,McLaren,Lando Norris,12,0.9166666666666666,0.5914786967418546,1,1,1999-11-13
Circuit de Monaco,3,Ferrari,Sebastian Vettel,3,0.955,0.8980099502487562,1,1,1987-07-03
Circuit de Monaco,4,Ferrari,Sebastian Vettel,4,0.955,0.8980099502487562,1,1,1987-07-03
Circuit de Monaco,2,Ferrari,Sebastian Vettel,2,0.955,0.8980099502487562,1,1,1987-07-03
Circuit de Monaco,2,Ferrari,Sebastian Vettel,2,0.955,0.8980099502487562,1,1,1987-07-03
Circuit de Monaco,4,Ferrari,Sebastian Vettel,4,0.955,0.8980099502487562,1,1,1987-07-03
Circuit de Monaco,6,Ferrari,Kimi Räikkönen,6,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Circuit de Monaco,6,Ferrari,Kimi Räikkönen,6,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Circuit de Monaco,11,Ferrari,Kimi Räikkönen,6,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Circuit de Monaco,1,Ferrari,Kimi Räikkönen,1,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Circuit de Monaco,4,Ferrari,Kimi Räikkönen,4,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Circuit de Monaco,15,Ferrari,Charles Leclerc,16,0.8444444444444444,0.8980099502487562,1,1,1997-10-16
Circuit de Monaco,2,Mercedes,Lewis Hamilton,2,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Circuit de Monaco,2,Mercedes,Lewis Hamilton,2,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Circuit de Monaco,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Circuit de Monaco,3,Mercedes,Lewis Hamilton,3,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Circuit de Monaco,13,Mercedes,Lewis Hamilton,14,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Circuit de Monaco,3,Mercedes,Lewis Hamilton,3,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Circuit de Monaco,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Circuit de Monaco,3,Mercedes,Valtteri Bottas,3,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Circuit de Monaco,5,Mercedes,Valtteri Bottas,5,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Circuit de Monaco,2,Mercedes,Valtteri Bottas,2,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Circuit de Monaco,15,AlphaTauri,Daniel Ricciardo,16,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Circuit de Monaco,12,AlphaTauri,Daniel Ricciardo,12,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Circuit de Monaco,9,AlphaTauri,Daniil Kvyat,9,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Circuit de Monaco,8,AlphaTauri,Daniil Kvyat,9,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Circuit de Monaco,9,AlphaTauri,Daniil Kvyat,11,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Circuit de Monaco,7,AlphaTauri,Daniil Kvyat,8,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Circuit de Monaco,0,AlphaTauri,Carlos Sainz,8,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Circuit de Monaco,6,AlphaTauri,Carlos Sainz,7,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Circuit de Monaco,6,AlphaTauri,Carlos Sainz,6,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Circuit de Monaco,9,AlphaTauri,Max Verstappen,10,0.9142857142857143,0.4547738693467337,1,1,1997-09-30
Circuit de Monaco,10,AlphaTauri,Pierre Gasly,10,0.9387755102040817,0.4547738693467337,1,1,1996-02-07
Circuit de Monaco,10,AlphaTauri,Alexander Albon,10,0.9565217391304348,0.4547738693467337,1,1,1996-03-23
Circuit de Monaco,10,Racing Point,Sergio Pérez,10,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Circuit de Monaco,7,Racing Point,Sergio Pérez,7,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Circuit de Monaco,7,Racing Point,Sergio Pérez,8,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Circuit de Monaco,7,Racing Point,Sergio Pérez,7,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Circuit de Monaco,9,Racing Point,Sergio Pérez,9,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Circuit de Monaco,15,Racing Point,Esteban Ocon,16,0.9230769230769231,0.6084788029925188,1,1,1996-09-17
Circuit de Monaco,6,Racing Point,Esteban Ocon,6,0.9230769230769231,0.6084788029925188,1,1,1996-09-17
Circuit de Monaco,0,Alfa Romeo,Sergio Pérez,10,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Circuit de Monaco,14,Alfa Romeo,Charles Leclerc,14,0.8444444444444444,0.42713567839195976,1,1,1997-10-16
Circuit de Monaco,3,Red Bull,Sebastian Vettel,3,0.955,0.825,1,1,1987-07-03
Circuit de Monaco,1,Red Bull,Sebastian Vettel,1,0.955,0.825,1,1,1987-07-03
Circuit de Monaco,9,Red Bull,Sebastian Vettel,10,0.955,0.825,1,1,1987-07-03
Circuit de Monaco,3,Red Bull,Sebastian Vettel,3,0.955,0.825,1,1,1987-07-03
Circuit de Monaco,4,Red Bull,Sebastian Vettel,4,0.955,0.825,1,1,1987-07-03
Circuit de Monaco,3,Red Bull,Daniel Ricciardo,3,0.9421965317919075,0.825,1,1,1989-07-01
Circuit de Monaco,4,Red Bull,Daniel Ricciardo,4,0.9421965317919075,0.825,1,1,1989-07-01
Circuit de Monaco,1,Red Bull,Daniel Ricciardo,1,0.9421965317919075,0.825,1,1,1989-07-01
Circuit de Monaco,5,Red Bull,Daniel Ricciardo,5,0.9421965317919075,0.825,1,1,1989-07-01
Circuit de Monaco,1,Red Bull,Daniel Ricciardo,1,0.9421965317919075,0.825,1,1,1989-07-01
Circuit de Monaco,5,Red Bull,Daniil Kvyat,5,0.9175257731958762,0.825,1,1,1994-04-26
Circuit de Monaco,0,Red Bull,Max Verstappen,21,0.9142857142857143,0.825,1,1,1997-09-30
Circuit de Monaco,4,Red Bull,Max Verstappen,4,0.9142857142857143,0.825,1,1,1997-09-30
Circuit de Monaco,20,Red Bull,Max Verstappen,20,0.9142857142857143,0.825,1,1,1997-09-30
Circuit de Monaco,3,Red Bull,Max Verstappen,3,0.9142857142857143,0.825,1,1,1997-09-30
Circuit de Monaco,8,Red Bull,Pierre Gasly,5,0.9387755102040817,0.825,1,1,1996-02-07
Circuit de Monaco,8,Renault,Kimi Räikkönen,8,0.9440993788819876,0.5301507537688442,1,1,1979-10-17
Circuit de Monaco,5,Renault,Kimi Räikkönen,5,0.9440993788819876,0.5301507537688442,1,1,1979-10-17
Circuit de Monaco,4,Renault,Romain Grosjean,5,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Circuit de Monaco,13,Renault,Romain Grosjean,13,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Circuit de Monaco,14,Renault,Romain Grosjean,14,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Circuit de Monaco,15,Renault,Romain Grosjean,11,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Circuit de Monaco,14,Alfa Romeo,Kimi Räikkönen,14,0.9440993788819876,0.42713567839195976,1,1,1979-10-17
Circuit de Monaco,18,Alfa Romeo,Antonio Giovinazzi,15,0.88,0.42713567839195976,1,1,1993-12-14
Circuit de Monaco,15,Haas F1 Team,Romain Grosjean,15,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Circuit de Monaco,8,Haas F1 Team,Romain Grosjean,8,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Circuit de Monaco,18,Haas F1 Team,Romain Grosjean,15,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Circuit de Monaco,13,Haas F1 Team,Romain Grosjean,13,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Circuit de Monaco,11,Haas F1 Team,Kevin Magnussen,13,0.9523809523809523,0.34302325581395354,1,1,1992-10-05
Circuit de Monaco,19,Haas F1 Team,Kevin Magnussen,19,0.9523809523809523,0.34302325581395354,1,1,1992-10-05
Circuit de Monaco,5,Haas F1 Team,Kevin Magnussen,6,0.9523809523809523,0.34302325581395354,1,1,1992-10-05
Circuit de Monaco,16,Racing Point,Sergio Pérez,17,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Circuit de Monaco,17,Racing Point,Lance Stroll,18,0.9230769230769231,0.6084788029925188,1,1,1998-10-29
Istanbul Park,2,McLaren,Lewis Hamilton,2,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Istanbul Park,4,McLaren,Lewis Hamilton,4,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Istanbul Park,15,Alfa Romeo,Sergio Pérez,15,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Istanbul Park,3,Red Bull,Sebastian Vettel,3,0.955,0.825,1,1,1987-07-03
Istanbul Park,1,Red Bull,Sebastian Vettel,1,0.955,0.825,1,1,1987-07-03
Silverstone Circuit,7,Renault,Daniel Ricciardo,7,0.9421965317919075,0.5301507537688442,1,1,1989-07-01
Silverstone Circuit,16,Renault,Kevin Magnussen,16,0.9523809523809523,0.5301507537688442,1,1,1992-10-05
Silverstone Circuit,16,Renault,Carlos Sainz,16,0.9038461538461539,0.5301507537688442,1,1,1994-09-01
Silverstone Circuit,16,Williams,Valtteri Bottas,17,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Silverstone Circuit,14,Williams,Valtteri Bottas,17,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Silverstone Circuit,4,Williams,Valtteri Bottas,4,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Silverstone Circuit,6,Williams,Valtteri Bottas,7,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Silverstone Circuit,15,Williams,Lance Stroll,16,0.9230769230769231,0.4962593516209476,1,1,1998-10-29
Silverstone Circuit,19,Williams,Lance Stroll,19,0.9230769230769231,0.4962593516209476,1,1,1998-10-29
Silverstone Circuit,19,Williams,George Russell,19,0.9583333333333334,0.4962593516209476,1,1,1998-02-15
Silverstone Circuit,4,McLaren,Lewis Hamilton,4,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Silverstone Circuit,10,McLaren,Lewis Hamilton,10,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Silverstone Circuit,8,McLaren,Lewis Hamilton,8,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Silverstone Circuit,13,McLaren,Sergio Pérez,14,0.9333333333333333,0.5914786967418546,1,1,1990-01-26
Silverstone Circuit,5,McLaren,Kevin Magnussen,5,0.9523809523809523,0.5914786967418546,1,1,1992-10-05
Silverstone Circuit,13,McLaren,Carlos Sainz,13,0.9038461538461539,0.5914786967418546,1,1,1994-09-01
Silverstone Circuit,8,McLaren,Lando Norris,8,0.9166666666666666,0.5914786967418546,1,1,1999-11-13
Silverstone Circuit,6,Ferrari,Sebastian Vettel,6,0.955,0.8980099502487562,1,1,1987-07-03
Silverstone Circuit,11,Ferrari,Sebastian Vettel,6,0.955,0.8980099502487562,1,1,1987-07-03
Silverstone Circuit,3,Ferrari,Sebastian Vettel,3,0.955,0.8980099502487562,1,1,1987-07-03
Silverstone Circuit,2,Ferrari,Sebastian Vettel,2,0.955,0.8980099502487562,1,1,1987-07-03
Silverstone Circuit,6,Ferrari,Sebastian Vettel,6,0.955,0.8980099502487562,1,1,1987-07-03
Silverstone Circuit,18,Ferrari,Kimi Räikkönen,20,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Silverstone Circuit,5,Ferrari,Kimi Räikkönen,5,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Silverstone Circuit,5,Ferrari,Kimi Räikkönen,5,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Silverstone Circuit,2,Ferrari,Kimi Räikkönen,2,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Silverstone Circuit,3,Ferrari,Kimi Räikkönen,3,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Silverstone Circuit,3,Ferrari,Charles Leclerc,3,0.8444444444444444,0.8980099502487562,1,1,1997-10-16
Silverstone Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Silverstone Circuit,6,Mercedes,Lewis Hamilton,6,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Silverstone Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Silverstone Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Silverstone Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Silverstone Circuit,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Silverstone Circuit,2,Mercedes,Lewis Hamilton,2,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Silverstone Circuit,9,Mercedes,Valtteri Bottas,4,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Silverstone Circuit,4,Mercedes,Valtteri Bottas,4,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Silverstone Circuit,1,Mercedes,Valtteri Bottas,1,0.965034965034965,0.8778054862842892,1,1,1989-08-28
Silverstone Circuit,12,AlphaTauri,Daniel Ricciardo,14,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Silverstone Circuit,5,AlphaTauri,Daniel Ricciardo,6,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Silverstone Circuit,9,AlphaTauri,Daniil Kvyat,9,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Silverstone Circuit,15,AlphaTauri,Daniil Kvyat,15,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Silverstone Circuit,12,AlphaTauri,Daniil Kvyat,12,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Silverstone Circuit,17,AlphaTauri,Daniil Kvyat,17,0.9175257731958762,0.4547738693467337,1,1,1994-04-26
Silverstone Circuit,8,AlphaTauri,Carlos Sainz,8,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Silverstone Circuit,7,AlphaTauri,Carlos Sainz,8,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Silverstone Circuit,13,AlphaTauri,Carlos Sainz,14,0.9038461538461539,0.4547738693467337,1,1,1994-09-01
Silverstone Circuit,13,AlphaTauri,Max Verstappen,13,0.9142857142857143,0.4547738693467337,1,1,1997-09-30
Silverstone Circuit,14,AlphaTauri,Pierre Gasly,14,0.9387755102040817,0.4547738693467337,1,1,1996-02-07
Silverstone Circuit,9,AlphaTauri,Alexander Albon,9,0.9565217391304348,0.4547738693467337,1,1,1996-03-23
Silverstone Circuit,7,Racing Point,Sergio Pérez,7,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Silverstone Circuit,11,Racing Point,Sergio Pérez,11,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Silverstone Circuit,10,Racing Point,Sergio Pérez,11,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Silverstone Circuit,6,Racing Point,Sergio Pérez,7,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Silverstone Circuit,12,Racing Point,Sergio Pérez,12,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Silverstone Circuit,7,Racing Point,Esteban Ocon,8,0.9230769230769231,0.6084788029925188,1,1,1996-09-17
Silverstone Circuit,10,Racing Point,Esteban Ocon,10,0.9230769230769231,0.6084788029925188,1,1,1996-09-17
Silverstone Circuit,12,Alfa Romeo,Sergio Pérez,12,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Silverstone Circuit,15,Alfa Romeo,Sergio Pérez,17,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Silverstone Circuit,9,Alfa Romeo,Charles Leclerc,9,0.8444444444444444,0.42713567839195976,1,1,1997-10-16
Silverstone Circuit,1,Red Bull,Sebastian Vettel,1,0.955,0.825,1,1,1987-07-03
Silverstone Circuit,2,Red Bull,Sebastian Vettel,2,0.955,0.825,1,1,1987-07-03
Silverstone Circuit,4,Red Bull,Sebastian Vettel,4,0.955,0.825,1,1,1987-07-03
Silverstone Circuit,3,Red Bull,Sebastian Vettel,3,0.955,0.825,1,1,1987-07-03
Silverstone Circuit,2,Red Bull,Sebastian Vettel,2,0.955,0.825,1,1,1987-07-03
Silverstone Circuit,8,Red Bull,Daniel Ricciardo,8,0.9421965317919075,0.825,1,1,1989-07-01
Silverstone Circuit,10,Red Bull,Daniel Ricciardo,10,0.9421965317919075,0.825,1,1,1989-07-01
Silverstone Circuit,4,Red Bull,Daniel Ricciardo,4,0.9421965317919075,0.825,1,1,1989-07-01
Silverstone Circuit,19,Red Bull,Daniel Ricciardo,20,0.9421965317919075,0.825,1,1,1989-07-01
Silverstone Circuit,6,Red Bull,Daniel Ricciardo,6,0.9421965317919075,0.825,1,1,1989-07-01
Silverstone Circuit,7,Red Bull,Daniil Kvyat,7,0.9175257731958762,0.825,1,1,1994-04-26
Silverstone Circuit,3,Red Bull,Max Verstappen,3,0.9142857142857143,0.825,1,1,1997-09-30
Silverstone Circuit,4,Red Bull,Max Verstappen,5,0.9142857142857143,0.825,1,1,1997-09-30
Silverstone Circuit,5,Red Bull,Max Verstappen,5,0.9142857142857143,0.825,1,1,1997-09-30
Silverstone Circuit,4,Red Bull,Max Verstappen,4,0.9142857142857143,0.825,1,1,1997-09-30
Silverstone Circuit,5,Red Bull,Pierre Gasly,5,0.9387755102040817,0.825,1,1,1996-02-07
Silverstone Circuit,6,Renault,Kimi Räikkönen,6,0.9440993788819876,0.5301507537688442,1,1,1979-10-17
Silverstone Circuit,8,Renault,Kimi Räikkönen,9,0.9440993788819876,0.5301507537688442,1,1,1979-10-17
Silverstone Circuit,9,Renault,Romain Grosjean,10,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Silverstone Circuit,7,Renault,Romain Grosjean,8,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Silverstone Circuit,11,Renault,Romain Grosjean,11,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Silverstone Circuit,12,Renault,Romain Grosjean,12,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Silverstone Circuit,12,Alfa Romeo,Kimi Räikkönen,12,0.9440993788819876,0.42713567839195976,1,1,1979-10-17
Silverstone Circuit,11,Alfa Romeo,Antonio Giovinazzi,11,0.88,0.42713567839195976,1,1,1993-12-14
Silverstone Circuit,13,Haas F1 Team,Romain Grosjean,13,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Silverstone Circuit,10,Haas F1 Team,Romain Grosjean,10,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Silverstone Circuit,8,Haas F1 Team,Romain Grosjean,8,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Silverstone Circuit,14,Haas F1 Team,Romain Grosjean,14,0.8518518518518519,0.34302325581395354,1,1,1986-04-17
Silverstone Circuit,16,Haas F1 Team,Kevin Magnussen,17,0.9523809523809523,0.34302325581395354,1,1,1992-10-05
Silverstone Circuit,7,Haas F1 Team,Kevin Magnussen,7,0.9523809523809523,0.34302325581395354,1,1,1992-10-05
Silverstone Circuit,16,Haas F1 Team,Kevin Magnussen,16,0.9523809523809523,0.34302325581395354,1,1,1992-10-05
Silverstone Circuit,15,Racing Point,Sergio Pérez,15,0.9333333333333333,0.6084788029925188,1,1,1990-01-26
Silverstone Circuit,18,Racing Point,Lance Stroll,18,0.9230769230769231,0.6084788029925188,1,1,1998-10-29
Nürburgring,17,Williams,Valtteri Bottas,17,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Nürburgring,2,McLaren,Lewis Hamilton,2,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Nürburgring,13,McLaren,Sergio Pérez,13,0.9333333333333333,0.5914786967418546,1,1,1990-01-26
Nürburgring,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Nürburgring,6,AlphaTauri,Daniel Ricciardo,6,0.9421965317919075,0.4547738693467337,1,1,1989-07-01
Nürburgring,15,Alfa Romeo,Sergio Pérez,15,0.9333333333333333,0.42713567839195976,1,1,1990-01-26
Nürburgring,3,Red Bull,Sebastian Vettel,3,0.955,0.825,1,1,1987-07-03
Nürburgring,2,Red Bull,Sebastian Vettel,2,0.955,0.825,1,1,1987-07-03
Nürburgring,4,Renault,Kimi Räikkönen,4,0.9440993788819876,0.5301507537688442,1,1,1979-10-17
Nürburgring,5,Renault,Romain Grosjean,5,0.8518518518518519,0.5301507537688442,1,1,1986-04-17
Hungaroring,20,Renault,Daniel Ricciardo,18,0.9421965317919075,0.5301507537688442,1,1,1989-07-01
Hungaroring,11,Renault,Daniel Ricciardo,11,0.9421965317919075,0.5301507537688442,1,1,1989-07-01
Hungaroring,19,Renault,Kevin Magnussen,19,0.9523809523809523,0.5301507537688442,1,1,1992-10-05
Hungaroring,5,Renault,Carlos Sainz,5,0.9038461538461539,0.5301507537688442,1,1,1994-09-01
Hungaroring,14,Renault,Esteban Ocon,14,0.9230769230769231,0.5301507537688442,1,1,1996-09-17
Hungaroring,16,Williams,Valtteri Bottas,16,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Hungaroring,3,Williams,Valtteri Bottas,3,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Hungaroring,6,Williams,Valtteri Bottas,6,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Hungaroring,10,Williams,Valtteri Bottas,10,0.965034965034965,0.4962593516209476,1,1,1989-08-28
Hungaroring,17,Williams,Lance Stroll,17,0.9230769230769231,0.4962593516209476,1,1,1998-10-29
Hungaroring,15,Williams,Lance Stroll,15,0.9230769230769231,0.4962593516209476,1,1,1998-10-29
Hungaroring,15,Williams,George Russell,16,0.9583333333333334,0.4962593516209476,1,1,1998-02-15
Hungaroring,12,Williams,George Russell,12,0.9583333333333334,0.4962593516209476,1,1,1998-02-15
Hungaroring,15,Williams,Nicholas Latifi,15,1.0,0.4962593516209476,1,1,1995-06-29
Hungaroring,5,McLaren,Lewis Hamilton,5,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Hungaroring,2,McLaren,Lewis Hamilton,2,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Hungaroring,1,McLaren,Lewis Hamilton,1,0.945273631840796,0.5914786967418546,1,1,1985-01-07
Hungaroring,9,McLaren,Sergio Pérez,9,0.9333333333333333,0.5914786967418546,1,1,1990-01-26
Hungaroring,21,McLaren,Kevin Magnussen,10,0.9523809523809523,0.5914786967418546,1,1,1992-10-05
Hungaroring,8,McLaren,Carlos Sainz,8,0.9038461538461539,0.5914786967418546,1,1,1994-09-01
Hungaroring,9,McLaren,Carlos Sainz,9,0.9038461538461539,0.5914786967418546,1,1,1994-09-01
Hungaroring,7,McLaren,Lando Norris,7,0.9166666666666666,0.5914786967418546,1,1,1999-11-13
Hungaroring,8,McLaren,Lando Norris,8,0.9166666666666666,0.5914786967418546,1,1,1999-11-13
Hungaroring,3,Ferrari,Sebastian Vettel,3,0.955,0.8980099502487562,1,1,1987-07-03
Hungaroring,5,Ferrari,Sebastian Vettel,5,0.955,0.8980099502487562,1,1,1987-07-03
Hungaroring,1,Ferrari,Sebastian Vettel,1,0.955,0.8980099502487562,1,1,1987-07-03
Hungaroring,4,Ferrari,Sebastian Vettel,4,0.955,0.8980099502487562,1,1,1987-07-03
Hungaroring,5,Ferrari,Sebastian Vettel,5,0.955,0.8980099502487562,1,1,1987-07-03
Hungaroring,5,Ferrari,Sebastian Vettel,5,0.955,0.8980099502487562,1,1,1987-07-03
Hungaroring,16,Ferrari,Kimi Räikkönen,17,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Hungaroring,5,Ferrari,Kimi Räikkönen,5,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Hungaroring,14,Ferrari,Kimi Räikkönen,14,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Hungaroring,2,Ferrari,Kimi Räikkönen,2,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Hungaroring,3,Ferrari,Kimi Räikkönen,3,0.9440993788819876,0.8980099502487562,1,1,1979-10-17
Hungaroring,4,Ferrari,Charles Leclerc,4,0.8444444444444444,0.8980099502487562,1,1,1997-10-16
Hungaroring,6,Ferrari,Charles Leclerc,6,0.8444444444444444,0.8980099502487562,1,1,1997-10-16
Hungaroring,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Hungaroring,22,Mercedes,Lewis Hamilton,21,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Hungaroring,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Hungaroring,2,Mercedes,Lewis Hamilton,2,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Hungaroring,4,Mercedes,Lewis Hamilton,4,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Hungaroring,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Hungaroring,3,Mercedes,Lewis Hamilton,3,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Hungaroring,1,Mercedes,Lewis Hamilton,1,0.945273631840796,0.8778054862842892,1,1,1985-01-07
Hungaroring,3,Mercedes,Valtteri Bottas,3,0.965034965034965,0.8778054862842892,1,1,1989-08-28
